BLOQUES,AREAS,ZONA,PRODUCTO,DESCRIPCIÓN,PROVEEDOR,REF./MODELO,UNDS.
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Embudo con asa, 100 mm.","Embudo con asa, acero inox., 100 mm.",GRUPO SELECTA,1000906,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Embudo con asa, 120 mm.","Embudo con asa, acero inox., 120 mm.",GRUPO SELECTA,1000907,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Embudo con asa, 150 mm.","Embudo con asa, acero inox., 150 mm.",GRUPO SELECTA,1000908,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Embudo con asa, 200 mm.","Embudo con asa, acero inox., 200 mm.",GRUPO SELECTA,1000909,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Bandeja para pipetas, termómetros y densímetros","Bandeja para pipetas, termómetros y densímetros, en PVC, 16 plazas",GRUPO SELECTA,-1001372,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Cubeta de esterilización con tapa,"Cubeta de esterilización con tapa, acero inox., 50 mm.",GRUPO SELECTA,8085505,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Cubeta redonda (palangana), 400 ml.","Cubeta-palangana 12 cm., acero inox., 400 ml.",GRUPO SELECTA,8081810,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Cubeta redonda (palangana), 1650 ml.","Cubeta-palangana 20 cm., acero inox., 1650 ml.",GRUPO SELECTA,8081814,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Cubeta redonda (palangana), 3400 ml.","Cubeta-palangana 24 cm., acero inox., 3400 ml.",GRUPO SELECTA,8081815,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Cubeta redonda (palangana), 14170 ml.","Cubeta-palangana 36 cm., acero inox., 14170 ml.",GRUPO SELECTA,8081818,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Cuchillo multiuso,"Cuchillo multiuso, acero inox. y empuñadura de baquelita negra",GRUPO SELECTA,1000862,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Cubo con asa 15 litros,"Cubos con asa embutido, sin divisiones interiores, 15 litros",GRUPO SELECTA,1001600,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Jarra , 250 ml.","Vaso forma alta, con asa y pico, acero inox., 250 ml.",GRUPO SELECTA,8092902,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Jarra , 1000 ml.","Vaso forma alta, con asa y pico, acero inox., 1000 ml.",GRUPO SELECTA,8929010,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Jarra , 5000 ml.","Vaso forma alta, con asa y pico, acero inox., 5000 ml.",GRUPO SELECTA,8929050,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Gradilla para 100 tubos hasta 13 mm.,"Gradilla 100 tubos hasta 13 mm., alambre acero inox., 12 mm.alto 60",GRUPO SELECTA,1000606,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Gradilla para 100 tubos hasta 18 mm.,"Gradilla 100 tubos hasta 18 mm., alambre acero inox., 18 mm. alto 60",GRUPO SELECTA,1000610,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Gradilla para tubos Nessler,"Gradilla para tubos Nessler (falcon y tapón), chapa acero inox.",GRUPO SELECTA,1001716,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Cestillo portapipetas,"Cestillo portapipetas, acero inox.",GRUPO SELECTA,1000251,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Matraz Erlenmeyers,"Matraz Erlenmeyers en policarbonato, 250 ml., con tapón",GRUPO SELECTA,5310101,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Soporte portapipetas,"Soporte ""Cirpip"" portapipetas y termómetros, 93 unidades diferentes tamaños, en PVC",GRUPO SELECTA,1001254,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Escurridor,"Escurridor de sobremesa y colgante, en alambre plastificado en PVC",GRUPO SELECTA,1000481,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Aspirador de pipetas,"Aspirador de pipetas ""Com-pip"", en polipropileno, rojo",GRUPO SELECTA,1001133,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Tambor esterilización 35x27,Tambor esterilización en acero inox. o/35x27,GRUPO SELECTA,1002419,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Reloj avisador digital,"Reloj avisador digital ""Count Down-Up""",GRUPO SELECTA,5900500,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Hemoglobinómetro portátil,"Analizador de hemoglobina mod.HB 201+ (incluye cubetas HB 201, 4*50 uds.)",IZASA,899121706 y 899111716,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Termómetro,"Termómetro lector ""Micro-Temp""",GRUPO SELECTA,5903029,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,"Taburete giratorio bajo 5 ruedas, elevación husillo, acero inox., peana PVC, polipiel SAFRAN","Taburete bajo para consulta médica, polipiel SAFRAN, regulable en altura por husillo, acero inox., peana de PVC con 5 ruedas",INMOCLINC,23131,6 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Mesa de extracciones 2 plazas,"Mesa para toma de muestras, 2 puestos, acero inox., tablero de formica con separador, almohadas. Medidas. 120x50x75 cm.",INMOCLINC,14302,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Silla pintada apilable polipiel SAFRAN,"Silla de despacho, altura fija, SIN brazos, polipiel SAFRAN, apilable",INMOCLINC,21125,8 
G,CONSULTAS EXTERNAS PEDIATRÍA,LABORATORIO,Ducha de seguridad,"Ducha de emergencia horizontal, de pared, con rociador en plástico ABS amarillo",SUMALSA,D1110,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Lama con frente curvo,"Cartel interno, 300x100 mm., ""CONSULTÓRIO 1"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",5º envío RÓTULOS ARCEGA,,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Mesa de despacho en melamina,"Mesa de despacho clínico, en melamina, 1 bloque rodable de 3 cajones con cerradura, GRIS. Medidas:120x80x73 cm.",INMOCLINC,14412,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Mesa auxiliar,"Work mesa aux 1000X600, color marfil",5º envio repuestos OFIPRIX,20158021,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,"Silla rodable, giratoria, polipiel SAFRAN, elevación a gas, respaldo bajo, con brazos","Silla de despacho, elevación a gas, con brazos de poliuretano integral, polipiel SAFRAN",INMOCLINC,21120,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Silla pintada apilable polipiel SAFRAN,"Silla de despacho, altura fija, SIN brazos, polipiel SAFRAN, apilable",INMOCLINC,21125,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Perchero mural 3 perchas,"Perchero mural, acero pintado, 3 colgadores cromados",INMOCLINC,18103,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Papelera chapa acero pintado,"Papelera con asa, aro inferior en ABS color NEGRO",INMOCLINC,17100,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Negatoscopio mural 2 pantallas,"Negatoscopio mural, acero pintado, 2 pantallas",INMOCLINC,16103,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Contenedor residuos grande,"Cubo papelera de PVC, capacidad 50 litros",INMOCLINC,11203,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Lámpara de exploración articulada base rodable,"Lámpara para diagnóstico y exploración médica, foco orientable, lámpara de 100V., peana de aluminio",INMOCLINC,20100,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,"Mesa mural clínica 120*60*90, 1 módulo de fregadero clínico 1 puerta izda. y 1 módulo clínico 4 cajones","Mesa mural clínica 120*60*90, encimera ESTRATIFICADA POSTFORMADO GRIS, 1 módulo de fregadero clínico 1 puerta izda. 61*50*87, 1 grifo monoblock y 1 fregadero 1 poza redonda 45 diam. y 1 módulo clínico 4 cajones 51*50*87",FORMIMETAL,tipo 5 POS 19.01,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,"Taburete giratorio bajo 5 ruedas, elevación husillo, acero inox., peana PVC, polipiel SAFRAN","Taburete bajo para consulta médica, polipiel SAFRAN, regulable en altura por husillo, acero inox., peana de PVC con 5 ruedas",INMOCLINC,23131,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,"Carro de curas acero inox., 3 bandejas, cubo de residuos, espacio 2 bombonas","Carro de curas e intervenciones quirúrgicas, acero inox., mod. INS, 3 bandejas, cubo de residuos, soporte para bombonas",INMOCLINC,10146,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Bombonas para carro curas acero inox.,"Bombona para carro de curas, acero inox. Medidas: 20x14 cm.",INMOCLINC,20183,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Biombo 2 cuerpos,"Biombo clínico para separación de enfermos, acero cromado, 2 cuerpos con ruedas",INMOCLINC,7003,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Escalera 2 peldaños acero inox.,"Banquillo acceso pacientes, 2 tramos, acero inox., superficie de apoyo antideslizante",INMOCLINC,5013,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Camilla de reconocimiento polipiel APFEL,"Mesa para diagnóstico, reconocimiento y exploración, acero cromado, polipiel APFEL. Medidas: 180x55x70 cm.",INMOCLINC,14736,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Balanza adultos con tallímetro,"Báscula medical doble romana CON tallímetro, capacidad 150 Kg.",INMOCLINC,6003,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,"Mesa desnudabebés y exploración R.N., APFEL","Mesa desnudabebés y exploración para recién nacidos, acero pintado APFEL, 2 cajones de PVC, entrepaño inferior",INMOCLINC,12215,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Tallímetro para bebés aluminio,"Tallímetro para bebés, aluminio, metro con graduación de 20 a 100 cm.",INMOCLINC,6009,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Esfingomanómetro de pared,Tensiómetro Riester Big Ben Round pared,IBOR MÉDICA,02030025,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Fonendoscopio pediátrico,Fonendoscopio Littmann pediátrico frambuesa,IBOR MÉDICA,02020043,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Set de enfermería,,pte. PEDIR Y PAGAR 5º envío ECOFAR,,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Linterna de exploración,Linterna de bolsillo Kawe,IBOR MÉDICA,02160010,4 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Optotipo niño,Optotipo de niños (escala),INMOCLINC,16503,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Otoscopio,Otoscopio Piccolight F.O. color negro,IBOR MÉDICA,02050032,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 1,Rinoscopio,Rinoscopio,IBOR MÉDICA,02140070,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Lama con frente curvo,"Cartel interno, 300x100 mm., ""CONSULTÓRIO 2"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",5º envío RÓTULOS ARCEGA,,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Mesa de despacho en melamina,"Mesa de despacho clínico, en melamina, 1 bloque rodable de 3 cajones con cerradura, GRIS. Medidas:120x80x73 cm.",INMOCLINC,14412,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Mesa auxiliar,"Work mesa aux 1000X600, color marfil",5º envio repuestos OFIPRIX,20158021,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,"Silla rodable, giratoria, polipiel SAFRAN, elevación a gas, respaldo bajo, con brazos","Silla de despacho, elevación a gas, con brazos de poliuretano integral, polipiel SAFRAN",INMOCLINC,21120,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Silla pintada apilable polipiel SAFRAN,"Silla de despacho, altura fija, SIN brazos, polipiel SAFRAN, apilable",INMOCLINC,21125,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Perchero mural 3 perchas,"Perchero mural, acero pintado, 3 colgadores cromados",INMOCLINC,18103,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Papelera chapa acero pintado,"Papelera con asa, aro inferior en ABS color NEGRO",INMOCLINC,17100,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Negatoscopio mural 2 pantallas,"Negatoscopio mural, acero pintado, 2 pantallas",INMOCLINC,16103,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Contenedor residuos grande,"Cubo papelera de PVC, capacidad 50 litros",INMOCLINC,11203,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Lámpara de exploración articulada base rodable,"Lámpara para diagnóstico y exploración médica, foco orientable, lámpara de 100V., peana de aluminio",INMOCLINC,20100,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,"Taburete giratorio bajo 5 ruedas, elevación husillo, acero inox., peana PVC, polipiel SAFRAN","Taburete bajo para consulta médica, polipiel SAFRAN, regulable en altura por husillo, acero inox., peana de PVC con 5 ruedas",INMOCLINC,23131,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,"Mesa mural clínica 120*60*90, 1 módulo de fregadero clínico 1 puerta izda. y 1 módulo clínico 4 cajones","Mesa mural clínica 120*60*90, encimera ESTRATIFICADA POSTFORMADO GRIS, 1 módulo de fregadero clínico 1 puerta izda. 61*50*87, 1 grifo monoblock y 1 fregadero 1 poza redonda 45 diam. y 1 módulo clínico 4 cajones 51*50*87",FORMIMETAL,tipo 5 POS 19.01,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,"Carro de curas acero inox., 3 bandejas, cubo de residuos, espacio 2 bombonas","Carro de curas e intervenciones quirúrgicas, acero inox., mod. INS, 3 bandejas, cubo de residuos, soporte para bombonas",INMOCLINC,10146,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Bombonas para carro curas acero inox.,"Bombona para carro de curas, acero inox. Medidas: 20x14 cm.",INMOCLINC,20183,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Biombo 2 cuerpos,"Biombo clínico para separación de enfermos, acero cromado, 2 cuerpos con ruedas",INMOCLINC,7003,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Escalera 2 peldaños acero inox.,"Banquillo acceso pacientes, 2 tramos, acero inox., superficie de apoyo antideslizante",INMOCLINC,5013,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Camilla de reconocimiento polipiel APFEL,"Mesa para diagnóstico, reconocimiento y exploración, acero cromado, polipiel APFEL. Medidas: 180x55x70 cm.",INMOCLINC,14736,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Balanza adultos con tallímetro,"Báscula medical doble romana CON tallímetro, capacidad 150 Kg.",INMOCLINC,6003,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,"Mesa desnudabebés y exploración R.N., APFEL","Mesa desnudabebés y exploración para recién nacidos, acero pintado APFEL, 2 cajones de PVC, entrepaño inferior",INMOCLINC,12215,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Tallímetro para bebés aluminio,"Tallímetro para bebés, aluminio, metro con graduación de 20 a 100 cm.",INMOCLINC,6009,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Martillo de reflejos,Martillo percusión Buck 18 cm.,IBOR MÉDICA,03170017,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Esfingomanómetro de pared,Tensiómetro Riester Big Ben Round pared,IBOR MÉDICA,02030025,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Fonendoscopio pediátrico,Fonendoscopio Littmann pediátrico frambuesa,IBOR MÉDICA,02020043,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Set de enfermería,,pte. PEDIR Y PAGAR 5º envío ECOFAR,,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Linterna de exploración,Linterna de bolsillo Kawe,IBOR MÉDICA,02160010,4 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Optotipo niño,Optotipo de niños (escala),INMOCLINC,16503,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Otoscopio,Otoscopio Piccolight F.O. color negro,IBOR MÉDICA,02050032,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 2,Rinoscopio,Rinoscopio,IBOR MÉDICA,02140070,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Lama con frente curvo,"Cartel interno, 300x100 mm., ""CONSULTÓRIO 3"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",5º envío RÓTULOS ARCEGA,,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Mesa de despacho en melamina,"Mesa de despacho clínico, en melamina, 1 bloque rodable de 3 cajones con cerradura, GRIS. Medidas:120x80x73 cm.",INMOCLINC,14412,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Mesa auxiliar,"Work mesa aux 1000X600, color marfil",5º envio repuestos OFIPRIX,20158021,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,"Silla rodable, giratoria, polipiel SAFRAN, elevación a gas, respaldo bajo, con brazos","Silla de despacho, elevación a gas, con brazos de poliuretano integral, polipiel SAFRAN",INMOCLINC,21120,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Silla pintada apilable polipiel SAFRAN,"Silla de despacho, altura fija, SIN brazos, polipiel SAFRAN, apilable",INMOCLINC,21125,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Perchero mural 3 perchas,"Perchero mural, acero pintado, 3 colgadores cromados",INMOCLINC,18103,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Papelera chapa acero pintado,"Papelera con asa, aro inferior en ABS color NEGRO",INMOCLINC,17100,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Negatoscopio mural 2 pantallas,"Negatoscopio mural, acero pintado, 2 pantallas",INMOCLINC,16103,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Contenedor residuos grande,"Cubo papelera de PVC, capacidad 50 litros",INMOCLINC,11203,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Lámpara de exploración articulada base rodable,"Lámpara para diagnóstico y exploración médica, foco orientable, lámpara de 100V., peana de aluminio",INMOCLINC,20100,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,"Taburete giratorio bajo 5 ruedas, elevación husillo, acero inox., peana PVC, polipiel SAFRAN","Taburete bajo para consulta médica, polipiel SAFRAN, regulable en altura por husillo, acero inox., peana de PVC con 5 ruedas",INMOCLINC,23131,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,"Mesa mural clínica 120*60*90, 1 módulo de fregadero clínico 1 puerta izda. y 1 módulo clínico 4 cajones","Mesa mural clínica 120*60*90, encimera ESTRATIFICADA POSTFORMADO GRIS, 1 módulo de fregadero clínico 1 puerta izda. 61*50*87, 1 grifo monoblock y 1 fregadero 1 poza redonda 45 diam. y 1 módulo clínico 4 cajones 51*50*87",FORMIMETAL,tipo 5 POS 19.01,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Montaje mobiliario laboratorio,"Montaje mobiliario laboratorio, 2 personas durante 3 semanas",montaje FORMIMETAL,Pos 01 Montaje,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,"Carro de curas acero inox., 3 bandejas, cubo de residuos, espacio 2 bombonas","Carro de curas e intervenciones quirúrgicas, acero inox., mod. INS, 3 bandejas, cubo de residuos, soporte para bombonas",INMOCLINC,10146,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Bombonas para carro curas acero inox.,"Bombona para carro de curas, acero inox. Medidas: 20x14 cm.",INMOCLINC,20183,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Biombo 2 cuerpos,"Biombo clínico para separación de enfermos, acero cromado, 2 cuerpos con ruedas",INMOCLINC,7003,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Escalera 2 peldaños acero inox.,"Banquillo acceso pacientes, 2 tramos, acero inox., superficie de apoyo antideslizante",INMOCLINC,5013,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Camilla de reconocimiento polipiel APFEL,"Mesa para diagnóstico, reconocimiento y exploración, acero cromado, polipiel APFEL. Medidas: 180x55x70 cm.",INMOCLINC,14736,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Balanza adultos con tallímetro,"Báscula medical doble romana CON tallímetro, capacidad 150 Kg.",INMOCLINC,6003,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,"Mesa desnudabebés y exploración R.N., APFEL","Mesa desnudabebés y exploración para recién nacidos, acero pintado APFEL, 2 cajones de PVC, entrepaño inferior",INMOCLINC,12215,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Tallímetro para bebés aluminio,"Tallímetro para bebés, aluminio, metro con graduación de 20 a 100 cm.",INMOCLINC,6009,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Martillo de reflejos,Martillo percusión Buck 18 cm.,IBOR MÉDICA,03170017,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Esfingomanómetro de pared,Tensiómetro Riester Big Ben Round pared,IBOR MÉDICA,02030025,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Fonendoscopio pediátrico,Fonendoscopio Littmann pediátrico frambuesa,IBOR MÉDICA,02020043,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Set de enfermería,,pte. PEDIR Y PAGAR 5º envío ECOFAR,,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Linterna de exploración,Linterna de bolsillo Kawe,IBOR MÉDICA,02160010,4 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Optotipo niño,Optotipo de niños (escala),INMOCLINC,16503,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Otoscopio,Otoscopio Piccolight F.O. color negro,IBOR MÉDICA,02050032,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Martillo de reflejos,Martillo percusión Buck 18 cm.,IBOR MÉDICA,03170017,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,CONSULTA Nº 3,Rinoscopio,Rinoscopio,IBOR MÉDICA,02140070,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,NUEVO HALL,Altavoz,"Altavoz de 5"" banda ancha 3W 16 ohm. Incluye aro embellecedor 5"". Medidas: 182 diámetro *30 fondo mm.",5º envío INYCOM.,I 15602,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,NUEVO HALL,Caja empotrar altavoz,"Caja empotrar altavoces 5"", fondo 65 mm.",5º envío INYCOM.,I 18204,2 
G,CONSULTAS EXTERNAS PEDIATRÍA,NUEVO HALL,Pupitre microfónico de llamadas,"Pupitre de llamadas para realizar llamadas individuales, de grupo o generales. Selección de diversas señales de DIN-DON y activación de señales acústicas de alarma",5º envío INYCOM.,I 13503,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,NUEVO HALL,Pupitre microfónico de llamadas,"Pupitre de llamadas para realizar llamadas individuales, de grupo o generales. Selección de diversas señales de DIN-DON y activación de señales acústicas de alarma",6º envío INYCOM.,I 13503,3 
G,CONSULTAS EXTERNAS PEDIATRÍA,NUEVO HALL,Módulo conector de línea RJ45,Módulo conector de línea RJ45. Conector para gestión de la instalación de la serie 400 desde un PC a través del módulo de interface,5º envío INYCOM.,I 12701,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,NUEVO HALL,Módulo conector de línea RJ45,Módulo conector de línea RJ45. Conector para gestión de la instalación de la serie 400 desde un PC a través del módulo de interface,6º envío INYCOM.,I 12701,3 
G,CONSULTAS EXTERNAS PEDIATRÍA,NUEVO HALL,Marco 100,Marco 100 para 1 módulo. Color blanco,5º envío INYCOM.,I 19102,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,NUEVO HALL,Marco 100,Marco 100 para 1 módulo. Color blanco,6º envío INYCOM.,I 19102,3 
G,CONSULTAS EXTERNAS PEDIATRÍA,NUEVO HALL,Caja empotrar mandos,"Caja empotrar mandos 1 módulo. Medidas exteriores en mm.: 76 largo, 67 alto, 41 fondo",5º envío INYCOM.,I 18201,1 
G,CONSULTAS EXTERNAS PEDIATRÍA,NUEVO HALL,Caja empotrar mandos,"Caja empotrar mandos 1 módulo. Medidas exteriores en mm.: 76 largo, 67 alto, 41 fondo",6º envío INYCOM.,I 18201,3 
